ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (Â°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.1496,0.5365,9.7477,-1.0299,0.8069,9.719,-0.2134,-0.516,0.5933,-0.0891,-0.0502,-0.0154,70.0696,-9.6,-10.05,-53.25,110.21,-4.72,6.05,2,1003.11,43.219,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,162512,2018-03-09 10:32:11:807
-0.9053,1.0969,10.0112,-0.8344,1.1009,9.7089,0.4924,0.0938,0.1441,-0.062,0.0755,-0.1038,69.1898,-9.45,-13.95,-52.95,115.84,-6.82,4.61,2,1003.1,47.196,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,163012,2018-03-09 10:32:12:307
-0.9963,0.594,9.9777,-1.1449,0.6989,9.7145,0.258,-0.2247,0.3485,-0.1318,0.1128,-0.0719,70.4294,-9.15,-9.6,-51.6,111.67,-4.77,6.08,2,1003.09,43.308,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,163512,2018-03-09 10:32:12:807
-1.5951,0.0287,10.016,-1.6243,0.2616,9.6677,0.1026,-0.2671,0.308,0.0195,0.0057,-0.0367,76.0029,-4.5,-8.7,-53.4,114.48,-2.19,9.29,2,1003.11,42.208,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,164012,2018-03-09 10:32:13:307
-1.6813,-0.0814,9.9585,-1.6424,0.1003,9.6676,0.1229,-0.2243,0.3363,-0.0545,-0.0273,0.0192,76.9291,-4.05,-7.95,-53.55,118.7,-0.99,9.59,2,1003.13,39.954,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,164511,2018-03-09 10:32:13:806
-1.6861,-0.115,9.7477,-1.6751,0.0709,9.6623,-0.11,-0.1694,0.1612,0.0808,0.0041,-0.0021,77.8553,-3.6,-6.9,-53.25,117.02,-0.41,9.84,2,1003.14,44.499,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,165012,2018-03-09 10:32:14:307
0.0814,1.049,9.2783,-0.173,0.547,9.7899,0.2661,0.3017,0.6009,0.387,-0.4438,-0.1512,68.6976,-13.95,-8.4,-53.85,110.63,-1.46,3.93,2,1003.15,58.28,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,165512,2018-03-09 10:32:14:807
-0.3736,0.867,9.9537,-0.6673,0.852,9.7468,0.2798,-0.032,0.2477,0.0589,0.1266,-0.1326,68.2636,-11.85,-11.25,-52.65,114.64,-4.66,2.86,2,1003.12,55.722,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,166012,2018-03-09 10:32:15:307
-0.8622,-1.1448,10.9596,-0.2402,0.1415,9.8027,-1.0288,-1.2993,0.8757,-0.3139,0.0851,-0.3669,70.5501,-12.9,-8.1,-53.85,113.11,-2.13,1.12,2,1003.12,57.721,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,166512,2018-03-09 10:32:15:807
1.1831,-0.091,10.3513,1.1333,0.4296,9.7315,0.6793,0.2651,0.2106,0.0025,-0.1722,0.0954,66.9497,-21,-8.25,-51.6,116.51,-1.66,-4.42,2,1003.12,54.291,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,167013,2018-03-09 10:32:16:308
0.0431,1.5616,9.3933,0.5889,1.7418,9.6327,-0.3731,-0.3265,0.1063,0.0168,0.2629,0.0618,62.8572,-17.1,-14.4,-49.35,112.67,-8.22,-7.92,2,1003.12,54.471,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,167511,2018-03-09 10:32:16:806
3.1471,2.8405,9.7046,0.3251,2.1551,9.5614,2.8835,0.276,0.282,-0.2117,0.3237,0.0027,62.3766,-18.9,-16.65,-48.75,108.16,-12.69,-1.95,2,1003.11,48.639,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,168012,2018-03-09 10:32:17:307
0.4024,2.2274,9.7765,0.0653,1.4621,9.6968,0.4725,-0.3142,0.2006,0.1649,-0.3064,-0.1347,65.0972,-13.95,-15.45,-51.75,116.74,-8.83,-0.14,2,1003.13,40.669,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,168512,2018-03-09 10:32:17:807
1.3221,2.4094,9.8531,0.6634,3.081,9.2864,0.7601,-0.9928,0.8249,0.4909,0.0307,0.0283,61.3181,-17.85,-21.15,-45.45,119.43,-15.08,-4.21,2,1003.14,38.257,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,169012,2018-03-09 10:32:18:307
1.734,5.2738,8.8951,-0.1542,4.4233,8.7511,1.6201,0.9564,-0.1208,0.2256,0.4558,-0.0314,55.733,-14.4,-28.8,-41.4,127.66,-19.98,-0.25,2,1003.14,51.145,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,169511,2018-03-09 10:32:18:806
-0.9293,4.9721,7.8269,-1.5229,5.0455,8.2701,-0.5574,-0.6945,1.0527,3.00E-04,0.3279,-0.0617,58.9573,-6.15,-31.65,-40.2,120.55,-30.96,10.43,2,1003.13,43.337,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,170013,2018-03-09 10:32:19:308
-1.0203,5.0822,8.5933,-2.0096,4.9926,8.1979,0.3706,0.007,0.5624,0.0861,-0.1722,-0.0681,58.767,-4.2,-32.55,-37.5,129.84,-30.6,13.77,2,1003.12,54.429,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,170511,2018-03-09 10:32:19:806
-3.0896,4.7805,8.4879,-2.4888,5.0408,8.0353,-0.3152,-0.1775,0.4778,0.1228,-0.1035,0.0235,58.0311,-0.9,-33.45,-37.65,129.27,-30.87,16.91,2,1003.13,36.816,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,171011,2018-03-09 10:32:20:306
-10.495,5.6666,4.6703,-3.0789,6.0175,7.1049,-10.8021,3.4315,-3.5546,4.9293,-0.4321,-7.9665,54.252,7.2,-33,-35.7,152.21,-27.76,21.26,2,1003.15,46.94,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,171512,2018-03-09 10:32:20:807
-9.1873,2.0406,7.2761,-3.1868,5.5356,7.4412,-14.0017,0.8728,-1.9394,-0.8231,1.3735,6.6276,45.5005,18.6,-29.55,-29.1,259.02,-39.65,18.99,2,1003.16,40.187,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,172011,2018-03-09 10:32:21:306
-0.297,5.0631,8.4113,-0.9468,5.1452,8.2946,0.2261,0.0691,-0.0807,0.0626,-0.0034,-0.2354,56.5269,-9.45,-34.2,-36.3,130.58,-31.08,4.82,2,1003.16,37.669,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,172512,2018-03-09 10:32:21:807
-1.3316,6.8929,7.3671,-1.1515,6.166,7.5382,-0.2151,0.8805,-0.3243,0.2176,0.0547,-0.0239,54.7325,-9,-39.9,-30.15,137.81,-37.51,7.92,2,1003.15,60.849,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,173012,2018-03-09 10:32:22:307
-1.9256,7.2809,6.8929,-1.229,6.4983,7.241,-0.6254,0.8096,-0.372,0.0302,-0.12,-0.3387,52.3137,-7.65,-40.95,-28.5,133.86,-41.25,9.04,2,1003.17,60.265,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,173513,2018-03-09 10:32:22:808
-1.6047,6.3755,7.7359,-1.1872,5.9115,7.734,0.8418,0.3657,-0.0179,0.085,0.4158,-0.0356,52.9381,-7.05,-38.25,-30.75,138.47,-36.07,9.22,2,1003.18,53.7,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,174012,2018-03-09 10:32:23:307
-2.5531,6.9599,7.0988,-2.1661,6.4892,7.0263,-0.3761,0.4425,0.0728,-0.2852,0.207,0.1263,51.4455,-1.8,-40.5,-26.55,141.85,-42.34,17.19,2,1003.18,48.335,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,174512,2018-03-09 10:32:23:807
-2.6872,6.6294,7.2234,-2.4103,6.1624,7.2378,-0.3104,0.3105,0.0613,-0.119,0.0222,-0.1219,52.3137,-2.4,-39.9,-28.05,143.44,-39.81,17.69,2,1003.17,54.752,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,175012,2018-03-09 10:32:24:307
-2.2513,6.7492,7.2521,-2.2329,6.148,7.3066,0.0107,0.4501,0.0741,3.00E-04,0.0094,0.0208,53.6739,-2.25,-39.3,-30.3,140.08,-38.82,16.99,2,1003.18,49.074,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,175511,2018-03-09 10:32:24:806
-2.6681,6.457,7.3383,-2.3655,6.1121,7.295,-0.2213,0.491,0.0055,0.0238,0.0563,-0.018,53.8063,-1.05,-39.15,-28.95,144.2,-38.49,17.65,2,1003.18,48.214,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,176012,2018-03-09 10:32:25:307
-2.6776,6.6821,7.0749,-2.5727,6.1864,7.161,-0.0683,0.2846,0.0903,-0.0657,0.0776,-0.0319,54.6002,0.15,-39,-29.1,143.38,-39.34,19.15,2,1003.18,40.147,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,176512,2018-03-09 10:32:25:807
-3.0321,6.8498,6.7492,-2.8782,6.2735,6.9664,0.0111,0.6312,-0.1558,-0.0354,0.0547,-0.0362,53.6275,2.1,-39.9,-28.05,150.52,-39.5,22,2,1003.19,39.755,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,177012,2018-03-09 10:32:26:307
-3.0465,6.4618,7.1659,-2.9531,6.08,7.1052,-0.0201,0.3375,0.0382,0.012,-0.0146,0.0363,54.0616,0.15,-41.1,-28.8,146.42,-38.58,22.75,2,1003.19,38.477,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,177512,2018-03-09 10:32:26:807
-3.0704,6.6007,6.9839,-2.9565,6.1931,7.0054,-0.1279,0.4226,0.009,-0.0018,-0.0039,0.0097,54.1196,1.2,-38.55,-28.8,142.66,-39.03,22.81,2,1003.2,38.333,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,178012,2018-03-09 10:32:27:307
-3.1423,6.3085,7.1851,-3.0014,6.1451,7.0285,-0.2225,0.408,0.0946,-0.0066,-0.0119,-0.0202,54.1196,0.75,-38.85,-27.3,146.06,-39.22,22.9,2,1003.2,38.145,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,178512,2018-03-09 10:32:27:807
-3.3913,6.5097,6.9408,-3.1411,6.2763,6.8492,-0.3068,0.1742,0.1837,0.0424,-0.0322,0.0331,53.4952,2.4,-40.2,-26.55,147.54,-39.54,24.39,2,1003.19,51.978,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,179012,2018-03-09 10:32:28:307
-2.5675,6.1456,7.5731,-2.6555,6.1049,7.2006,0.1295,-0.0052,0.3945,-0.0103,-0.2015,-0.0303,53.0611,1.05,-39.9,-29.4,145.02,-40.47,23.55,2,1003.19,58.269,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,179512,2018-03-09 10:32:28:807
-1.916,6.4857,7.391,-1.844,6.0641,7.4831,-0.0786,0.4373,-0.0687,0.0861,-0.2324,0.1098,52.7593,-2.7,-39.45,-29.7,142.35,-38.2,13.84,2,1003.2,51.684,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,180012,2018-03-09 10:32:29:307
-1.6813,6.7061,7.3862,-1.6474,6.2722,7.3564,-0.0596,0.4559,0.077,0.028,0.0121,-0.0873,52.3137,-3.6,-40.05,-30,140.75,-39.73,12.23,2,1003.18,49.301,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,180512,2018-03-09 10:32:29:807
-1.8873,6.524,7.4533,-1.7017,6.2315,7.3786,-0.2554,0.2733,0.1498,-0.0556,0.0824,-0.0197,51.8331,-4.05,-39.6,-29.55,140.45,-39.45,12.99,2,1003.17,54.93,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,181012,2018-03-09 10:32:30:307
-2.6681,6.251,7.482,-2.15,6.1261,7.3498,-0.2534,0.0558,0.3047,0.0818,0.0989,-0.1443,54.1661,-1.5,-38.55,-30,144.63,-38.91,15.01,2,1003.18,45.634,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,19-Jun,181511,2018-03-09 10:32:30:806
-2.0549,7.4102,6.6198,-2.1437,6.7101,6.8227,-0.2204,0.6961,-0.2104,0.0515,-0.1829,-0.1059,50.821,-1.35,-40.95,-24.45,147.62,-42.93,17.91,2,1003.19,36.943,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,182012,2018-03-09 10:32:31:307
-2.4094,7.1659,6.845,-2.1094,6.6531,6.8889,-0.2824,0.4436,0.0118,0.0078,0.1335,-0.0367,49.9064,-0.9,-41.4,-26.25,147.51,-42.72,17.03,2,1003.18,41.67,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,182511,2018-03-09 10:32:31:806
-2.4142,7.1851,6.7779,-2.3192,6.7046,6.7706,-0.0448,0.563,-0.0744,0.0142,0.0217,0.0251,50.9533,0,-40.95,-24.9,149.5,-43.13,18.91,2,1003.18,44.821,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,183012,2018-03-09 10:32:32:307
-3.1279,7.506,6.4234,-2.0464,6.8333,6.7296,-0.4028,0.8967,-0.515,0.1692,-0.1823,0.0139,50.9998,-0.9,-41.7,-25.95,146,-44.14,17.65,2,1003.19,49.599,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,183513,2018-03-09 10:32:32:808
0.2922,6.0402,8.0185,-0.4812,6.1824,7.5972,1.6676,-0.3418,0.4342,-0.3517,-0.6116,-0.7611,48.9663,-7.65,-40.5,-28.05,140.77,-40.61,4.82,2,1003.2,50.617,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,184012,2018-03-09 10:32:33:307
-4.4499,7.7263,6.2845,-2.052,7.2282,6.3018,-1.2688,0.8926,-0.6396,-0.1398,0.8915,0.448,42.5989,5.55,-41.25,-22.05,181.91,-45.1,14.18,2,1003.19,37.219,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,184512,2018-03-09 10:32:33:807
-2.3423,8.5838,5.1637,-2.9284,8.0641,4.7503,0.7248,0.5032,0.0019,-0.1866,0.3972,0.3095,45.3218,0.6,-44.85,-13.2,159.62,-55.32,31.65,2,1003.21,37.334,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,185012,2018-03-09 10:32:34:307
-2.9459,8.3155,4.9625,-2.5792,8.0317,5.001,-0.6286,0.6116,-0.2565,-0.3715,0.7849,0.7026,44.4536,0.6,-44.85,-13.65,160.86,-53.7,27.82,2,1003.21,37.44,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,185512,2018-03-09 10:32:34:807
-0.8478,7.9179,6.1504,-0.565,7.733,6.0044,-0.0937,0.2051,0.1034,-0.5238,0.2528,0.1918,50.0271,-14.55,-44.4,-19.5,122.56,-55.27,5.39,2,1003.2,38.053,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,186012,2018-03-09 10:32:35:307
1.849,6.4761,2.4525,-1.6067,6.2261,7.4044,1.9198,-0.7396,-3.0046,1.3015,1.015,-0.3105,63.7857,-12.3,-33,-37.65,119.62,-31.44,6.24,2,1003.2,55.088,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,186512,2018-03-09 10:32:35:807
0.9005,9.2687,4.426,0.8588,9.507,2.2472,0.3058,0.2052,1.3047,-0.6532,0.2954,0.0097,47.2972,-27.9,-44.1,-2.85,86.32,-75.8,-20.91,2,1003.2,57.837,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,187012,2018-03-09 10:32:36:307
-0.2922,9.6136,2.6345,-0.1789,9.7046,1.3996,-0.2783,-0.0197,0.948,0.216,0.2161,-0.3669,49.5838,-22.65,-47.25,-0.75,99.89,-77.33,-11.6,2,1003.2,52.712,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,187511,2018-03-09 10:32:36:806
-0.2635,10.0112,-0.1533,-0.5876,9.7708,-0.5979,0.2609,0.2329,0.5507,0.1521,3.00E-04,0.0336,47.4342,-20.4,-45.6,12,241.78,-85.2,129.12,2,1003.2,46.105,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,188011,2018-03-09 10:32:37:306
-0.2826,10.0639,-0.9772,-0.4636,9.7336,-1.1015,0.2286,0.3212,0.1708,-0.1094,-0.0492,0.0192,44.175,-20.85,-44.7,13.5,265.66,-83,154.54,2,1003.19,41.391,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,188514,2018-03-09 10:32:37:809
-0.1293,10.0256,-0.8239,-0.4436,9.7384,-1.0663,0.2499,0.3209,0.1045,0.0088,-0.0801,-0.0883,42.369,-21.6,-44.4,13.5,259.5,-83.84,151.82,2,1003.2,55.015,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,189012,2018-03-09 10:32:38:307
-2.1986,8.828,0.5365,-0.8699,9.4277,2.5559,0.0168,-1.1374,-0.7794,-1.1214,-2.0322,-0.0654,33.8776,-9.75,-49.5,8.1,178.88,-81.1,49.55,2,1003.2,51.361,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,189511,2018-03-09 10:32:38:806
0.0766,1.2215,7.9802,-0.7172,2.4558,9.4671,0.6573,0.0666,-2.5856,-0.944,0.4728,-0.3621,70.9842,-1.95,-19.05,-48.75,165.43,-4.09,2.36,2,1003.21,49.463,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,190012,2018-03-09 10:32:39:307
-3.2812,2.2034,10.1214,-2.0205,3.0656,9.0934,0.6366,-1.679,1.3304,0.085,0.2794,-0.344,58.2098,8.55,-19.35,-46.2,160.68,-18.22,12.53,2,1003.21,48.278,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,190511,2018-03-09 10:32:39:806
-2.4765,3.6117,8.9238,-2.9841,3.5037,8.6597,0.0605,-0.072,0.4465,0.1218,-0.1014,0.17,58.9573,11.7,-24.6,-40.2,169.3,-19.65,19.17,2,1003.2,37.605,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,191012,2018-03-09 10:32:40:307
-2.0406,4.1769,9.0292,-2.4372,4.2159,8.5121,0.3039,-0.1604,0.5281,0.0546,-0.0439,0.04,55.733,7.8,-27.45,-39,156.29,-25.17,16.38,2,1003.2,37.78,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,191512,2018-03-09 10:32:40:807
-1.734,4.2104,8.9909,-2.2503,4.3633,8.4893,0.468,0.0445,0.3214,0.0413,0.0467,0.0853,55.2989,5.7,-28.8,-39.3,154.39,-26.09,14.87,2,1003.19,53.203,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,192011,2018-03-09 10:32:41:306
-2.0166,4.1003,8.9909,-2.4825,4.322,8.4456,-0.1918,-0.3449,0.5063,0.0797,-0.0817,0.1764,55.2989,6.75,-27.45,-39.3,148.08,-26.15,16.38,2,1003.18,45.049,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,192512,2018-03-09 10:32:41:807
-2.0932,4.3685,9.0196,-2.2584,4.4236,8.4559,0.3943,-0.2824,0.5765,0.0946,0.0195,0.0922,55.2989,7.2,-29.55,-39.75,157.51,-26.41,15.12,2,1003.19,38.3,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,193012,2018-03-09 10:32:42:307
-1.7915,4.3973,8.67,-2.0563,4.671,8.374,0.2495,-0.1413,0.6006,-0.1286,0.0451,-0.026,53.4465,6.45,-30.3,-38.1,154.65,-28.85,14.49,2,1003.18,37.135,35.77284,-78.67794,261.29,340.1829884,,0,435.4839,,20-Jun,193511,2018-03-09 10:32:42:806
-1.8346,4.7038,8.7706,-2.0615,4.6724,8.3719,0.2267,0.0983,0.3235,-0.0572,-0.022,0.0129,53.9386,6.6,-31.5,-39.15,164.81,-28.47,13.82,2,1003.18,42.254,35.77284,-78.67794,251.61,340.1829884,,0,435.4839,,20-Jun,194012,2018-03-09 10:32:43:307
-1.8346,4.426,9.0484,-2.0227,4.6276,8.4062,0.1324,-0.24,0.5548,0.0797,-0.0359,0.1279,53.9386,5.4,-31.65,-38.55,156.85,-27.56,13.73,2,1003.18,55.826,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,194512,2018-03-09 10:32:43:807
-1.825,4.3254,8.9909,-2.0692,4.4399,8.4956,0.1943,-0.1279,0.3257,-0.1643,0.0238,-0.0575,55.3453,5.1,-29.85,-40.2,151.87,-26.92,13.69,2,1003.17,56.66,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,195012,2018-03-09 10:32:44:307
-2.3519,3.1566,9.6471,-2.025,4.0573,8.6953,-0.1174,-0.3838,0.5479,-0.0237,-0.0876,-0.0372,57.5854,7.5,-27.45,-40.95,165.48,-24.22,13.71,2,1003.17,46.237,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,195511,2018-03-09 10:32:44:806
-1.4705,4.3206,9.0149,-1.3439,4.5156,8.6008,-0.0243,-0.1995,0.4286,-0.1137,0.1724,0.032,55.4312,1.95,-29.55,-37.35,158.85,-27.42,8.88,2,1003.17,46.438,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,196011,2018-03-09 10:32:45:306
-0.6467,2.5531,9.6567,-1.0972,3.6559,9.0333,0.1402,-0.5996,0.5478,-0.3081,-0.1025,0.3229,58.4652,1.35,-25.5,-43.65,140.33,-23.44,8.32,2,1003.18,51.413,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,196512,2018-03-09 10:32:45:807
-1.1592,3.3866,9.3118,-0.913,3.6435,9.0588,-0.2088,-0.2739,0.2787,-0.0418,0.0903,0.0587,59.8255,-0.15,-27.15,-43.05,154.37,-21.79,5.28,2,1003.18,47.1,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,197011,2018-03-09 10:32:46:306
-0.6467,3.9901,9.1586,-0.7785,4.006,8.9172,0.1073,0.0189,0.3224,0.0568,-0.0071,0.0193,57.6713,-3.45,-27.6,-42.45,152.99,-23.74,5.02,2,1003.17,41.204,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,197512,2018-03-09 10:32:46:807
-0.7089,4.062,9.149,-0.7703,3.9477,8.9439,0.1544,0.162,0.21,-0.07,0.0115,-0.002,59.078,-1.5,-27.75,-41.4,153.92,-23.74,4.92,2,1003.17,39.605,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,198011,2018-03-09 10:32:47:306
-0.8957,3.2812,9.6567,-0.7114,3.7251,9.0437,-0.1633,-0.4591,0.6568,0.0562,0.1463,0.0256,59.5237,-1.95,-26.7,-43.8,149.6,-21.97,4.03,2,1003.16,47.343,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,198511,2018-03-09 10:32:47:806
-1.1783,3.947,9.2017,-1.2354,4.1446,8.8015,0.0897,0.055,0.2211,0.0195,0.11,-0.074,57.539,-0.9,-29.85,-41.85,152.84,-24.8,6.18,2,1003.16,52.139,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,199011,2018-03-09 10:32:48:306
-2.1268,3.8272,9.1059,-1.9275,3.9964,8.7455,-0.1836,-0.1994,0.3236,0.003,0.0514,-0.0468,58.9573,4.2,-26.55,-42.45,147.92,-23.98,11.95,2,1003.15,47.454,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,199512,2018-03-09 10:32:48:807
-2.0549,3.7889,9.0819,-1.946,3.9686,8.7541,-0.0959,-0.2263,0.3432,0.0237,0.0067,-0.0489,59.5121,3.3,-27.15,-41.4,144.05,-23.87,12.53,2,1003.15,43.885,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,200011,2018-03-09 10:32:49:306
-2.1651,3.7362,9.0867,-2.0677,3.9016,8.7563,-0.0803,-0.168,0.3387,-0.0189,0.0275,0.0129,59.3914,5.7,-26.1,-40.95,154.97,-23.49,13.1,2,1003.13,39.366,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jun,200512,2018-03-09 10:32:49:807
-2.3615,4.0811,8.8855,-2.1202,4.1899,8.6093,-0.1334,-0.1057,0.2973,0.0706,0.0078,0.0416,58.8993,5.1,-28.8,-40.95,151.07,-24.84,13.94,2,1003.12,37.419,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jul,201012,2018-03-09 10:32:50:307
-2.3663,4.1673,8.8568,-2.1285,4.2807,8.5625,-0.1147,-0.6044,0.6939,0.1452,0.0456,0.031,57.539,4.35,-30.6,-40.2,152.17,-26.03,13.55,2,1003.1,61.798,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jul,201512,2018-03-09 10:32:50:807
-2.6058,5.887,7.6928,-1.5169,4.8607,8.3811,0.4978,0.2816,-0.2514,-0.8674,-1.2498,-0.8883,56.7172,0.9,-29.85,-38.55,139.36,-29.71,10.26,2,1003.1,63.038,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jul,202012,2018-03-09 10:32:51:307
-0.2778,3.6931,9.3549,-0.2483,3.8725,9.0063,-0.0714,-0.2533,0.4507,0.0903,0.028,-0.1187,59.5701,-5.55,-27.3,-43.2,139.4,-23.09,3.4,2,1003.1,54.666,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jul,202511,2018-03-09 10:32:51:806
-0.6562,4.4978,9.0244,-0.5442,4.5805,8.6541,-0.1528,0.1126,0.153,0.1691,0.0333,0.0118,56.6592,-1.8,-31.8,-39.6,155.57,-27.6,3.6,2,1003.1,53.541,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jul,203012,2018-03-09 10:32:52:307
-0.1677,4.4356,9.1394,-0.6331,4.5793,8.6487,0.0736,-0.1974,0.4967,-0.0492,-0.0194,0.2153,55.9233,-0.9,-30.9,-39.3,147.63,-28.07,4.41,2,1003.09,42.386,35.77283,-78.67794,251.61,340.2347771,,0,258.0645,,20-Jul,203511,2018-03-09 10:32:52:806
