ACCELEROMETER X (m/sÂ²),ACCELEROMETER Y (m/sÂ²),ACCELEROMETER Z (m/sÂ²),GRAVITY X (m/sÂ²),GRAVITY Y (m/sÂ²),GRAVITY Z (m/sÂ²),LINEAR ACCELERATION X (m/sÂ²),LINEAR ACCELERATION Y (m/sÂ²),LINEAR ACCELERATION Z (m/sÂ²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (Î¼T),MAGNETIC FIELD Y (Î¼T),MAGNETIC FIELD Z (Î¼T),ORIENTATION Z (azimuth Â°),ORIENTATION X (pitch Â°),ORIENTATION Y (roll Â°),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (Â°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.024,0.2491,10.0351,0.1204,0.4252,9.7967,-0.1106,-0.1568,0.2408,-0.001,-4.00E-04,8.00E-04,53.8434,-14.85,-7.95,-58.95,110.8,-2.49,-0.7,2,1003.04,52.827,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,564011,2018-03-09 10:38:53:306
0.0335,0.2539,10.0399,0.12,0.4242,9.7967,-0.1059,-0.1874,0.244,0,-4.00E-04,3.00E-04,53.4093,-13.8,-7.2,-59.7,108.31,-2.48,-0.7,2,1003.03,53.572,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,564512,2018-03-09 10:38:53:807
0.0335,0.2443,10.0351,0.1209,0.4219,9.7968,-0.0888,-0.1726,0.2432,6.00E-04,-4.00E-04,8.00E-04,53.5416,-14.4,-8.25,-60.15,112.19,-2.46,-0.7,2,1003.02,53.398,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,565012,2018-03-09 10:38:54:307
0.0192,0.2443,10.0351,0.1208,0.4201,9.7969,-0.1026,-0.1501,0.2365,0.0016,-4.00E-04,-3.00E-04,54.9019,-14.85,-8.55,-58.95,114.34,-2.46,-0.71,2,1003,53.593,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,565512,2018-03-09 10:38:54:807
0.0383,0.2682,10.0256,0.1208,0.4198,9.7969,-0.0969,-0.1604,0.2327,0.0016,-0.0015,-3.00E-04,55.3825,-13.35,-8.55,-60.15,117.63,-2.45,-0.71,2,1002.99,58.78,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,566012,2018-03-09 10:38:55:307
0.0144,0.273,10.0208,0.1205,0.4203,9.7969,-0.0946,-0.1721,0.2204,-0.001,1.00E-04,-2.00E-04,53.9757,-14.4,-7.2,-58.5,108.55,-2.46,-0.7,2,1003.01,53.888,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,566512,2018-03-09 10:38:55:807
0.0431,0.2635,10.0303,0.1198,0.4195,9.7969,-0.1065,-0.1455,0.2561,0.0011,-0.001,0.0019,55.3825,-14.25,-9.15,-59.1,115.94,-2.45,-0.7,2,1003,47.603,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,567012,2018-03-09 10:38:56:307
0.0096,0.2587,10.0543,0.1188,0.4172,9.7971,-0.1111,-0.1758,0.2375,0,-0.001,3.00E-04,54.4098,-14.1,-7.5,-60.9,112.95,-2.44,-0.7,2,1003.01,56.124,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,567512,2018-03-09 10:38:56:807
0.0192,0.2635,10.0303,0.1191,0.4164,9.7971,-0.0944,-0.1541,0.2387,-5.00E-04,-4.00E-04,-2.00E-04,53.3629,-13.5,-7.65,-60.3,112.29,-2.43,-0.7,2,1002.99,60.301,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,568011,2018-03-09 10:38:57:306
0.0192,0.2635,10.0399,0.1187,0.4149,9.7971,-0.0995,-0.153,0.2436,-5.00E-04,1.00E-04,8.00E-04,54.2775,-14.85,-8.55,-59.25,112.59,-2.42,-0.7,2,1003,41.477,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,568511,2018-03-09 10:38:57:806
0.0096,0.2682,10.0543,0.1174,0.4133,9.7972,-0.0816,-0.1459,0.2531,0,1.00E-04,3.00E-04,54.2775,-16.2,-7.95,-58.05,112.32,-2.42,-0.69,2,1003.01,41.012,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,569012,2018-03-09 10:38:58:307
0.0144,0.2443,10.0495,0.1159,0.4117,9.7973,-0.1041,-0.1491,0.231,6.00E-04,-9.00E-04,-3.00E-04,54.7696,-16.5,-9,-58.5,108.72,-2.41,-0.68,2,1003.01,47.636,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-May,569512,2018-03-09 10:38:58:807
0.024,0.2635,10.0543,0.1154,0.4119,9.7973,-0.0941,-0.1541,0.24,6.00E-04,1.00E-04,3.00E-04,54.7696,-15.3,-7.35,-58.65,107.49,-2.41,-0.68,2,1003,46.891,35.772858,-78.677826,225.81,NaN,,,370.96774,,19-Apr,570011,2018-03-09 10:38:59:306
0.0048,0.2491,10.0447,0.1145,0.4109,9.7974,-0.1012,-0.1504,0.2276,0.0012,-9.00E-04,3.00E-04,52.1697,-14.85,-7.95,-60.15,110.97,-2.39,-0.67,2,1002.99,41.362,35.772858,-78.677826,225.81,NaN,,,370.96774,,19-Apr,570511,2018-03-09 10:38:59:806
0.024,0.2539,10.0399,0.1147,0.4139,9.7972,-0.0945,-0.1676,0.2387,1.00E-04,1.00E-04,-3.00E-04,53.5416,-15,-9.45,-58.35,114.55,-2.42,-0.67,2,1003,40.935,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Apr,571012,2018-03-09 10:39:00:307
0.0144,0.2491,10.0303,0.113,0.4125,9.7973,-0.0849,-0.1347,0.2393,-4.00E-04,-0.0015,3.00E-04,53.0959,-14.1,-8.55,-58.95,116.02,-2.41,-0.66,2,1003.01,40.665,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Apr,571511,2018-03-09 10:39:00:806
0.0144,0.2635,10.0256,0.1127,0.4125,9.7973,-0.0947,-0.1554,0.2454,1.00E-04,-4.00E-04,-3.00E-04,53.0959,-14.55,-8.7,-60.3,114.3,-2.41,-0.66,2,1003.03,40.403,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Apr,572011,2018-03-09 10:39:01:306
0.0383,0.2682,10.0399,0.112,0.4114,9.7974,-0.0954,-0.1612,0.2441,0.0012,-4.00E-04,8.00E-04,51.991,-14.4,-8.25,-58.95,103.78,-2.4,-0.66,2,1003.02,42.201,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Apr,572512,2018-03-09 10:39:01:807
0.0096,0.2587,10.0303,0.1115,0.4095,9.7975,-0.0948,-0.1449,0.2421,0.0012,1.00E-04,8.00E-04,52.4831,-15,-7.05,-59.1,110.92,-2.4,-0.65,2,1003.02,40.649,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Apr,573012,2018-03-09 10:39:02:307
0.024,0.2443,10.0256,0.1107,0.4094,9.7975,-0.0807,-0.1412,0.2531,-4.00E-04,-4.00E-04,-3.00E-04,52.302,-14.55,-8.1,-57.9,111.2,-2.39,-0.65,2,1003.03,44.125,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Apr,573512,2018-03-09 10:39:02:807
-0.0096,0.2491,10.0303,0.1096,0.4098,9.7975,-0.1201,-0.1597,0.2336,0.0017,1.00E-04,8.00E-04,53.0959,-15,-8.7,-60,114.32,-2.4,-0.64,2,1003.03,57.213,35.772858,-78.677826,225.81,NaN,,,370.96774,,18-Feb,574011,2018-03-09 10:39:03:306
0.0144,0.2539,10.0351,0.109,0.4088,9.7975,-0.092,-0.1463,0.2384,1.00E-04,-4.00E-04,8.00E-04,51.6892,-13.35,-7.95,-59.25,114.12,-2.39,-0.64,2,1003.03,57.529,35.772858,-78.677826,225.81,NaN,,,370.96774,,18-Feb,574512,2018-03-09 10:39:03:807
0.0144,0.2635,10.0399,0.1084,0.4076,9.7976,-0.0956,-0.1325,0.2432,1.00E-04,-4.00E-04,3.00E-04,53.0959,-15.45,-7.95,-59.7,110.97,-2.38,-0.64,2,1003.02,54.297,35.772858,-78.677826,225.81,NaN,,,370.96774,,18-Jan,575011,2018-03-09 10:39:04:306
0.0192,0.2635,10.0351,0.1068,0.4061,9.7977,-0.0907,-0.1466,0.2451,5.00E-04,6.00E-04,9.00E-04,53.0959,-15.15,-8.25,-60.9,110.85,-2.37,-0.62,2,1003.03,53.692,35.772858,-78.677826,225.81,NaN,,,370.96774,,18-Jan,575511,2018-03-09 10:39:04:806
0.0048,0.2587,10.0447,0.1057,0.4049,9.7977,-0.0879,-0.1345,0.2265,0.0011,1.00E-04,-7.00E-04,51.991,-15.75,-8.55,-58.95,113.08,-2.37,-0.62,2,1003.04,41.064,35.772858,-78.677826,225.81,NaN,,,370.96774,,19-Jan,576012,2018-03-09 10:39:05:307
0.0144,0.2347,10.0351,0.1044,0.4041,9.7978,-0.0821,-0.1637,0.2428,0.0011,0.0011,-2.00E-04,53.0959,-13.5,-8.1,-60.3,112.44,-2.36,-0.61,2,1003.03,41.566,35.772858,-78.677826,225.81,NaN,,,370.96774,,19-Jan,576512,2018-03-09 10:39:05:807
0.0096,0.2156,10.0639,0.1036,0.4044,9.7978,-0.0772,-0.1195,0.2313,-0.0021,6.00E-04,-7.00E-04,51.991,-13.5,-8.4,-59.55,112.41,-2.37,-0.61,2,1003.03,40.291,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,577011,2018-03-09 10:39:06:306
0.0192,0.2395,10.0399,0.1036,0.403,9.7978,-0.083,-0.1437,0.2429,-0.0011,0.0022,9.00E-04,52.7361,-14.4,-7.5,-60.9,116.12,-2.36,-0.6,2,1003.02,43.605,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,577512,2018-03-09 10:39:06:807
0.0096,0.2299,10.0303,0.1028,0.4024,9.7979,-0.0913,-0.1668,0.2399,0,1.00E-04,-2.00E-04,53.0959,-14.25,-8.4,-59.1,112.45,-2.35,-0.6,2,1003.02,49.731,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,578012,2018-03-09 10:39:07:307
0.0144,0.2539,10.0256,0.1,0.4019,9.7979,-0.0912,-0.1555,0.241,-5.00E-04,6.00E-04,0.0014,53.0959,-15.3,-8.4,-59.55,114.53,-2.35,-0.59,2,1003.02,50.619,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,578511,2018-03-09 10:39:07:806
0,0.2778,10.0399,0.099,0.3997,9.798,-0.1004,-0.1234,0.2432,5.00E-04,-5.00E-04,-2.00E-04,53.0959,-14.85,-10.05,-59.25,114.54,-2.34,-0.58,2,1003.02,44.287,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,579012,2018-03-09 10:39:08:307
0.0192,0.2539,10.0351,0.0982,0.3962,9.7982,-0.0918,-0.1413,0.2321,-5.00E-04,-5.00E-04,-7.00E-04,52.1233,-14.85,-8.25,-59.7,111.1,-2.32,-0.58,2,1003.02,43.709,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,579512,2018-03-09 10:39:08:807
0.0144,0.2587,10.0351,0.0968,0.3921,9.7983,-0.0931,-0.1301,0.2495,0.0021,6.00E-04,4.00E-04,56.6963,-14.55,-8.4,-60,111.2,-2.29,-0.57,2,1003.01,44.933,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,580011,2018-03-09 10:39:09:306
0.0048,0.2587,10.0208,0.0977,0.39,9.7984,-0.0895,-0.1359,0.2348,-5.00E-04,1.00E-04,-2.00E-04,54.4098,-13.5,-7.35,-57.9,109.2,-2.29,-0.57,2,1003.02,44.242,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,580511,2018-03-09 10:39:09:806
0.0192,0.2587,10.0447,0.097,0.387,9.7985,-0.0933,-0.1499,0.2378,-0.0011,-0.0015,-2.00E-04,55.0226,-16.2,-7.95,-59.7,110.02,-2.27,-0.57,2,1003.02,66.397,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,581012,2018-03-09 10:39:10:307
0.0096,0.2395,10.0208,0.0972,0.3855,9.7986,-0.0766,-0.144,0.2341,0.0028,-0.001,8.00E-04,53.9757,-14.1,-9,-57.3,116.65,-2.26,-0.57,2,1003.04,68.416,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,581512,2018-03-09 10:39:10:807
0.024,0.2635,10.0303,0.0962,0.3831,9.7987,-0.0864,-0.0931,0.2597,-0.0026,0.0011,-3.00E-04,54.0964,-14.55,-9.15,-59.55,114.72,-2.25,-0.57,2,1003.04,68.015,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,582011,2018-03-09 10:39:11:306
0,0.2539,10.0351,0.0958,0.3811,9.7988,-0.0902,-0.1285,0.2258,-0.0026,0,3.00E-04,53.4836,-15.45,-7.5,-58.05,111.4,-2.24,-0.57,2,1003.03,62.679,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,582511,2018-03-09 10:39:11:806
0.0144,0.2491,10.0399,0.0961,0.3802,9.7988,-0.0948,-0.1362,0.2405,0.0012,-5.00E-04,-3.00E-04,53.5416,-13.8,-9.3,-60.15,113.13,-2.22,-0.56,2,1003.03,52.788,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,583012,2018-03-09 10:39:12:307
0.0192,0.2587,10.0351,0.0944,0.3791,9.7989,-0.0766,-0.1192,0.2371,0.0011,0.0016,8.00E-04,53.0495,-14.85,-7.95,-58.95,111.59,-2.22,-0.56,2,1003.04,60.738,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,583512,2018-03-09 10:39:12:807
0.0144,0.2682,10.0303,0.0938,0.3773,9.7989,-0.0807,-0.1119,0.2315,0.0011,0,8.00E-04,52.5574,-15.3,-6,-60.3,104.31,-2.21,-0.55,2,1003.02,60.084,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,584011,2018-03-09 10:39:13:306
0.0048,0.2826,10.0256,0.093,0.3758,9.799,-0.0896,-0.1239,0.234,0.0011,0.0021,3.00E-04,53.0495,-14.25,-8.1,-60.3,112.95,-2.2,-0.55,2,1003.03,61.338,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,584511,2018-03-09 10:39:13:806
0.024,0.2635,10.0303,0.0933,0.3751,9.799,-0.0899,-0.1304,0.2348,0.0011,0,-3.00E-04,53.5416,-14.1,-8.25,-60.15,112.98,-2.19,-0.55,2,1003.03,55.011,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,585011,2018-03-09 10:39:14:306
0.0048,0.2491,10.0256,0.0926,0.3734,9.7991,-0.0928,-0.1456,0.2236,6.00E-04,0.0011,-8.00E-04,53.5416,-15.75,-7.95,-60.15,110.28,-2.18,-0.54,2,1003.03,55.235,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,585511,2018-03-09 10:39:14:806
0.0192,0.2539,10.016,0.0922,0.372,9.7992,-0.0792,-0.1219,0.2368,1.00E-04,-5.00E-04,-8.00E-04,53.5416,-14.4,-8.25,-60.6,112.9,-2.18,-0.54,2,1003.02,45.205,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,586011,2018-03-09 10:39:15:306
0.0144,0.2299,10.0303,0.0914,0.3685,9.7993,-0.0869,-0.1108,0.2432,-0.001,5.00E-04,0.0013,53.5416,-14.25,-9.15,-58.65,116.71,-2.16,-0.54,2,1003.01,44.318,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,586511,2018-03-09 10:39:15:806
0.024,0.2635,10.0303,0.0911,0.3669,9.7994,-0.0733,-0.1033,0.2432,0.0011,-0.001,0.0024,53.0495,-14.4,-8.25,-59.25,113.25,-2.15,-0.53,2,1003.02,41.984,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,587012,2018-03-09 10:39:16:307
0.0192,0.2491,10.0543,0.0911,0.3647,9.7994,-0.0828,-0.1102,0.2232,-9.00E-04,1.00E-04,8.00E-04,53.5416,-13.2,-7.05,-58.35,108.23,-2.13,-0.53,2,1003.02,44.608,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,587512,2018-03-09 10:39:16:807
0.0096,0.2587,10.0303,0.091,0.364,9.7995,-0.0827,-0.1155,0.2444,-9.00E-04,6.00E-04,-8.00E-04,53.5416,-14.25,-8.1,-58.35,113.44,-2.13,-0.54,2,1003.01,43.361,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,588011,2018-03-09 10:39:17:306
0.0048,0.2587,10.0399,0.0898,0.3634,9.7995,-0.0816,-0.1085,0.2412,-9.00E-04,-0.001,-3.00E-04,53.5416,-14.85,-9.3,-58.95,111.88,-2.12,-0.53,2,1003.01,47.22,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,588512,2018-03-09 10:39:17:807
0.0144,0.2539,10.0591,0.0894,0.3613,9.7996,-0.079,-0.1054,0.2401,-0.0014,6.00E-04,0.0013,53.5416,-15.6,-9.45,-58.35,113.67,-2.12,-0.52,2,1003.02,39.986,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,589012,2018-03-09 10:39:18:307
0.0192,0.2587,10.0447,0.0893,0.3598,9.7996,-0.0662,-0.0895,0.2406,-3.00E-04,0.0011,-0.0013,53.5416,-14.1,-7.5,-59.25,113.8,-2.11,-0.52,2,1003.01,40.173,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,589512,2018-03-09 10:39:18:807
0.024,0.2682,10.0303,0.0887,0.3594,9.7997,-0.0693,-0.1029,0.2283,-3.00E-04,0,3.00E-04,53.5416,-16.05,-8.1,-59.1,110.65,-2.1,-0.52,2,1003.02,41.157,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,590012,2018-03-09 10:39:19:307
0.0144,0.2682,10.0351,0.0877,0.3593,9.7997,-0.0714,-0.1188,0.2322,-3.00E-04,-0.001,-8.00E-04,53.5416,-15,-8.4,-59.55,111.82,-2.1,-0.51,2,1003.03,41.428,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,590512,2018-03-09 10:39:19:807
0.0144,0.2539,10.0303,0.0879,0.3583,9.7997,-0.0746,-0.1023,0.2315,-3.00E-04,0.0011,-3.00E-04,53.0495,-15.15,-7.5,-59.25,111.95,-2.1,-0.51,2,1003.03,44.049,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,591012,2018-03-09 10:39:20:307
0.0096,0.2587,10.0256,0.0878,0.3575,9.7997,-0.0864,-0.0999,0.228,-9.00E-04,1.00E-04,-0.0013,53.5416,-14.1,-9,-58.95,116.9,-2.09,-0.51,2,1003.03,43.647,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,591511,2018-03-09 10:39:20:806
0.0096,0.2587,10.0447,0.0878,0.3564,9.7998,-0.0891,-0.1039,0.2314,-9.00E-04,-5.00E-04,-3.00E-04,54.0964,-14.4,-8.25,-59.25,109.66,-2.08,-0.51,2,1003.03,41.18,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,592012,2018-03-09 10:39:21:307
0.0096,0.2539,10.0256,0.0883,0.3557,9.7998,-0.0817,-0.0958,0.2365,2.00E-04,-5.00E-04,3.00E-04,54.5885,-13.95,-6.6,-59.1,109.81,-2.08,-0.52,2,1003.02,45.717,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,592512,2018-03-09 10:39:21:807
0.0144,0.2443,10.0303,0.0878,0.3547,9.7998,-0.0743,-0.108,0.2333,-0.0019,0,-3.00E-04,54.0964,-15,-9.15,-59.55,115.24,-2.07,-0.51,2,1003.04,45.706,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,593013,2018-03-09 10:39:22:308
0.0048,0.273,10.0447,0.0874,0.3535,9.7999,-0.0755,-0.1007,0.2626,0.0018,0.0017,-8.00E-04,53.5416,-15.3,-8.4,-59.1,112.05,-2.07,-0.51,2,1003.02,40.759,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,593512,2018-03-09 10:39:22:807
0.0144,0.273,10.0399,0.0864,0.3528,9.7999,-0.0714,-0.0885,0.2482,2.00E-04,1.00E-04,3.00E-04,53.5416,-15,-9.15,-58.65,115.37,-2.06,-0.51,2,1003.03,40.981,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,594012,2018-03-09 10:39:23:307
0.0048,0.2395,10.0399,0.085,0.3514,9.8,-0.084,-0.1035,0.2358,2.00E-04,7.00E-04,-0.0013,53.5416,-13.35,-6.9,-58.95,108.48,-2.06,-0.5,2,1003.05,40.524,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,594512,2018-03-09 10:39:23:807
0.0096,0.2635,10.0495,0.083,0.3513,9.8,-0.0647,-0.1026,0.242,0.0013,7.00E-04,8.00E-04,53.5416,-15.3,-8.4,-58.35,112.17,-2.05,-0.49,2,1003.05,39.81,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,595011,2018-03-09 10:39:24:306
0.0048,0.2635,10.0447,0.0817,0.3507,9.8,-0.0691,-0.1098,0.2544,2.00E-04,-0.0015,-8.00E-04,53.5416,-16.2,-7.95,-58.95,110.76,-2.05,-0.48,2,1003.04,44.369,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,595512,2018-03-09 10:39:24:807
0.0096,0.2682,10.016,0.0808,0.3504,9.8001,-0.0851,-0.0913,0.2478,0.0013,-4.00E-04,-2.00E-04,52.1233,-13.35,-9,-60.15,118.7,-2.05,-0.47,2,1003.03,42.298,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,596012,2018-03-09 10:39:25:307
0.0048,0.2491,10.0208,0.079,0.3489,9.8001,-0.0676,-0.0751,0.2438,2.00E-04,-4.00E-04,8.00E-04,53.6623,-13.95,-7.65,-60.75,113.3,-2.04,-0.47,2,1003.03,44.848,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,596511,2018-03-09 10:39:25:806
0.024,0.2443,10.0303,0.0782,0.3462,9.8002,-0.0598,-0.1009,0.2351,-9.00E-04,-4.00E-04,-2.00E-04,53.6623,-16.05,-8.7,-59.1,112.12,-2.02,-0.45,2,1003.03,56.939,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,597012,2018-03-09 10:39:26:307
0.0144,0.2587,10.0399,0.0773,0.3467,9.8002,-0.0643,-0.087,0.2393,7.00E-04,7.00E-04,-8.00E-04,52.1233,-14.1,-8.25,-58.5,113.57,-2.03,-0.45,2,1003.02,63.221,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,597512,2018-03-09 10:39:26:807
0.0096,0.2539,10.0256,0.0747,0.346,9.8003,-0.0713,-0.0632,0.2549,7.00E-04,7.00E-04,-8.00E-04,53.0495,-13.2,-8.1,-59.1,115.22,-2.02,-0.44,2,1003.03,57.769,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,598012,2018-03-09 10:39:27:307
0.0144,0.2443,10.0639,0.0754,0.3446,9.8003,-0.0659,-0.0964,0.2413,2.00E-04,7.00E-04,3.00E-04,53.6623,-16.05,-8.7,-58.35,115.54,-2.01,-0.44,2,1003.03,58.798,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,598512,2018-03-09 10:39:27:807
0.0192,0.2395,10.0351,0.0734,0.3442,9.8003,-0.0575,-0.1037,0.2356,-9.00E-04,1.00E-04,3.00E-04,53.5416,-14.1,-9.6,-57.3,117.03,-2.02,-0.43,2,1003.02,48.929,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,599011,2018-03-09 10:39:28:306
0.024,0.2635,10.083,0.073,0.3439,9.8003,-0.0696,-0.0951,0.2472,-0.002,6.00E-04,9.00E-04,52.7477,-15.3,-9.15,-60.3,115.32,-2.01,-0.43,2,1003.02,41.447,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,599512,2018-03-09 10:39:28:807
0.0192,0.2778,10.0399,0.072,0.3416,9.8004,-0.0619,-0.0858,0.2365,-0.002,5.00E-04,9.00E-04,37.3155,-14.25,-8.4,-60.3,113.52,-2,-0.42,2,1003.01,65.573,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,600011,2018-03-09 10:39:29:306
-0.0048,0.2443,10.0399,0.072,0.3402,9.8005,-0.0495,-0.0716,0.2213,0.0017,6.00E-04,9.00E-04,47.2949,-13.8,-8.55,-58.95,117.11,-1.99,-0.42,2,1003.02,59.476,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,600511,2018-03-09 10:39:29:806
0,0.2491,10.0399,0.0715,0.3397,9.8005,-0.0655,-0.0919,0.2478,-9.00E-04,0.0011,9.00E-04,52.1233,-15.45,-8.55,-59.25,115.49,-1.99,-0.42,2,1003,59.263,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,601011,2018-03-09 10:39:30:306
0.0048,0.2443,10.0687,0.0704,0.3394,9.8005,-0.067,-0.0997,0.2522,-9.00E-04,0,3.00E-04,47.6826,-15.3,-8.7,-58.65,115.49,-1.99,-0.41,2,1003,58.356,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,601512,2018-03-09 10:39:30:807
0.0048,0.2826,10.0303,0.0703,0.3378,9.8006,-0.0603,-0.0842,0.2549,7.00E-04,-0.0016,9.00E-04,52.5574,-13.8,-8.55,-58.05,114.07,-1.97,-0.41,2,1003.01,63.239,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,602012,2018-03-09 10:39:31:307
0.0192,0.2395,10.0399,0.0701,0.3368,9.8006,-0.0523,-0.0799,0.2401,-4.00E-04,0,-2.00E-04,53.6623,-13.8,-8.55,-59.25,112.24,-1.97,-0.41,2,1002.99,59.173,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,602512,2018-03-09 10:39:31:807
0.0144,0.2635,10.0543,0.07,0.3345,9.8007,-0.057,-0.0707,0.253,1.00E-04,5.00E-04,0.0014,51.6892,-14.1,-7.95,-56.85,113.98,-1.96,-0.41,2,1003,53.695,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,603011,2018-03-09 10:39:32:306
0,0.2635,10.0351,0.0692,0.3333,9.8007,-0.0706,-0.0761,0.2352,-0.0015,-5.00E-04,4.00E-04,53.2283,-14.85,-7.95,-58.05,112.22,-1.95,-0.4,2,1003,47.462,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,603512,2018-03-09 10:39:32:807
0.0096,0.2299,10.0447,0.0677,0.3327,9.8008,-0.0713,-0.0773,0.2327,-4.00E-04,-0.0011,-0.0012,52.1233,-14.25,-7.65,-58.65,113.8,-1.94,-0.4,2,1002.99,40.692,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,604012,2018-03-09 10:39:33:307
0.0144,0.2587,10.0495,0.0655,0.3322,9.8008,-0.0654,-0.0777,0.2418,1.00E-04,-0.0011,-2.00E-04,53.2283,-14.85,-6.9,-58.5,108.89,-1.94,-0.39,2,1002.99,64.175,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,604512,2018-03-09 10:39:33:807
0.0144,0.2587,10.0543,0.0664,0.3313,9.8008,-0.0528,-0.0692,0.25,-4.00E-04,-5.00E-04,-7.00E-04,52.7361,-14.4,-7.95,-58.5,113.8,-1.94,-0.39,2,1003,59.53,35.772858,-78.677826,225.81,NaN,,,370.96774,,20-Jan,605012,2018-03-09 10:39:34:307
